propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,distance,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,superTopHighlight,topNewDevelopment,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,labels,floor,hasLift,parkingSpace.parkingSpacePrice,newDevelopmentFinished
99923890,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/46/81/a9/1062760004.jpg,SJ180774,53,890000.0,chalet,sale,303.0,False,5,6,MURO DE LOS NAVARROS 9,Sevilla,Sevilla,Centro,es,Puerta Carmona-Puerta Osario-Amador de los Ríos,37.3883008,-5.985288,False,https://www.idealista.com/inmueble/99923890/,114,"WE DO NOT CHARGE COMMISSION TO THE BUYER GILMAR sells a few meters from Puerta de Carmona (Seville), a single-family house completely renovated in 2020 of 305m2 divided into basement, ground floor, 1st floor, 2nd floor with access to terrace and solarium on walkable roof. It consists entirely of five bedrooms, four bathrooms and two toilets, as well as a kitchen/dining room and different rooms that are adequately distributed offering a wide variety of spaces (reading, work, TV, games. ). It has a terrace, solarium, garage and an apartment with an independent entrance from the street behind the façade. Feasibility of installing an elevator in the courtyard. Option in addition to buying two additional parking spaces 5 minutes from the house. Its style blends the modernity of the recent reform with the conservation of original elements such as clay floors, vaulted ceilings, exposed brick or even arches reminiscent of ancient times, which make this property an attractive and unique purchase offer in the city of Seville. At Gilmar we have been working to offer our clients the best properties for 37 years. We cover all real estate needs: homes, offices, commercial premises, plots, rustic land, land to build.. . We have more than 30 specialized teams in different areas at the service of more than 90,000 national and international clients, who have the necessary advice to guarantee their security, legal effectiveness and the best financial-fiscal profitability. Visit our website and you will find 4,000 more opportunities.",True,good,False,2937.0,True,True,False,False,False,False,True,True,chalet,terracedHouse,"Puerta Carmona-Puerta Osario-Amador de los Ríos, Sevilla",Terraced house in Muro De Los Navarros 9,Premium,,,,,
98493815,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/87/b1/b0/1051047853.jpg,JM176601,45,1679000.0,chalet,sale,310.0,False,5,6,subdistrict Arenal - Museo - Tetuán,Sevilla,Sevilla,Centro,es,Arenal - Museo - Tetuán,37.3923614,-5.9984364,False,https://www.idealista.com/inmueble/98493815/,1287,"WE DO NOT CHARGE COMMISSION TO THE BUYER Gilmar presents an exclusive, singular house with three floors of 310 square meters, in Plaza del Museo, one of the most charming places in the historic center of the city of Seville. The house is in an impeccable state of conservation, renovated in 2015, achieving a comfortable and comfortable distribution in each room. The distribution of the house allows all rooms to have natural lighting. It has two entrance halls, several lounges and a magnificent equipped kitchen. This unique house contains 5 bedrooms, all of them with their own bathroom and the main one with an office, a small cellar in the basement. You can enjoy a magnificent roof terrace with views of the grove of the square and contemplate the sculpture of Velázquez, as well as containing a solarium area. Top quality materials, hydraulic clay flooring, marble, old hardwood doors, wooden windows with wrought iron bars on the outside, centralized air. Ideal for a family or an investor, since its current activity is for tourist use and it has a license for it. At Gilmar we have been working to offer our clients the best properties for 37 years. We cover all real estate needs: homes, offices, commercial premises, plots, rustic land, land to build.. . We have more than 30 specialized teams in different areas at the service of more than 90,000 national and international clients, who have the necessary advice to guarantee their security, legal effectiveness and the best financial-fiscal profitability. Visit our website and you will find 4,000 more opportunities.",False,good,False,5416.0,True,True,False,False,False,False,True,True,chalet,independantHouse,"Arenal - Museo - Tetuán, Sevilla",Detached house,Premium,"[{'name': 'luxuryType', 'text': 'Luxury'}]",,,,
84849422,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/af/6d/47/648346261.jpg,MR 133733,42,1500000.0,chalet,sale,600.0,False,9,6,"Calle Ardilla, Sevilla",Sevilla,Sevilla,Triana,es,López de Gomara,37.37783,-6.00125,False,https://www.idealista.com/inmueble/84849422/,1941,"Beautiful semi-detached house of 600 meters spread over 3 floors completely renovated in first qualities. It is distributed in hall and patio with lots of lighting for having a lot of light. Living room, a large kitchen, living room with natural light also skylights. Marble floors throughout the house. Elevator on all three floors. 10 bedrooms, 3 of them en suite. Wardrobes in all rooms. In master bedroom, dressing room, bathroom, luggage room and large outdoor terrace. All rooms are double except for the service room. Central air conditioning and heating by natural gas radiators. Private garage. Interior carpentry in double glazed window, isolated from external noise. Very quiet area It has two roofs with castles on the top floor. Very close to the subway, and schools. We do not charge commission to the buyer GILMAR Schedule from Monday to Friday from 9.00 H to 20.00 H and Saturday from 10.00 H to 14.00 H. At GILMAR we work to offer our clients the best properties, with specialized equipment in each area to provide them the best option to their needs, with all the excellence and taking care of the details. In more than 30 years, Gilmar has managed to achieve a privileged space within the high-end Real Estate Sector. We cover all real estate needs: homes, offices, commercial premises, plots, rustic land, land to build. And any type of operations: purchase and sale. Our clients have the necessary advice from the beginning, to guarantee their safety, legal efficiency and the best financial-fiscal profitability. Great opportunity, to get a floor to the measure of your dreams. The house is located in one of the best neighborhoods of the capital, well known since several flamenco artists were born in it. Very easy access to the S-30, has several bus stops and subway stop a few minutes. You just have to cross the Triana bridge to get to the center. It has a food market, a pedestrian shopping and entertainment street and a large number of typical tapas bars and restaurants. Typical neighborhood where you have everything at hand, ideal for living, with parks, schools, and has a walk of several kilometers to walk or run along the river promenade, with a special colorful and bright, neighborhood full of life.",True,good,False,2500.0,True,False,True,False,False,False,True,True,chalet,terracedHouse,"López de Gomara, Sevilla","Terraced house in Calle Ardilla, Sevilla",Premium,"[{'name': 'luxuryType', 'text': 'Luxury'}]",,,,
95689693,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ab/0c/ec/928074378.jpg,MP162030,38,976000.0,chalet,sale,700.0,False,5,5,Calle REAL,Sevilla,San Juan de Aznalfarache,Barrio Bajo,es,,37.3639325,-6.0258327,False,https://www.idealista.com/inmueble/95689693/,4603,"WE DO NOT CHARGE COMMISSION TO THE BUYER. Gilmar sells an exclusive house with historicist architecture from 1910. Attributed to Aníbal González Restored and modernized by the architect Cristina Borrero with top quality materials in perfect conservation. It is an architectural complex of historicist and modernist courtyards with a well from 1900 made of Triana tiles. Facade with tiles from Manuel Ramos Rejano's workshop with Sevillian allegorical motifs. The property consists of four en-suite bedrooms, a maid's room also en-suite and a stucco shower room. Two large living rooms with a fireplace. An office-dining room. A porch with terraces, it also has an easily accessible garage space and a large storage room. The main characteristics of the property, what makes it really attractive is the tranquility and comfort that this house full of light and peace gives us with spacious and open areas ideal to enjoy family life. This is in addition to its wonderful location just 10 minutes from Plaza de Cuba. In addition to having a magnificent outdoor pool and large patios ideal for holding intimate events. The location is unbeatable, just fifteen minutes from the Cathedral of Seville and the historic center. With a very good combination of public transport such as buses, trains, taxis, Sevici etc.. . Close to hospitals and schools and with countless shops just a few minutes away. The tranquility of living in a neighborhood mixed with the cosmopolitan touch that living in a magnificent city like Seville offers us and the endless opportunities it offers us. Undoubtedly, the house is ideal for people with many tastes, who know how to value the qualities and finishes in a property destined to become the home of your dreams. At Gilmar we have been working to offer our clients the best properties for 37 years. We cover all real estate needs: homes, offices, commercial premises, plots, rustic land, land to build.. . We have more than 30 specialized teams in different areas serving more than 90.000 national and international clients, who have the necessary advice to guarantee their security, legal effectiveness and the best financial-tax profitability. Visit our website and you will find 4.000 more opportunities.",True,good,False,1394.0,True,False,False,False,False,False,True,True,chalet,terracedHouse,"Barrio Bajo, San Juan de Aznalfarache",Terraced house in Calle Real,Premium,,,,,
100092279,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b9/32/47/1068779644.jpg,220-00701P,30,2600000.0,countryHouse,sale,1450.0,False,9,9,Centro,Sevilla,Alcalá de Guadaira,Centro,es,,37.3401283,-5.8419379,False,https://www.idealista.com/inmueble/100092279/,13721,"Stately palace of XIX century, renovated in 2006, located on a farm of 6.9 hectares for raising cattle and horses 5 km from Sevilla on the road to Dos Hermanas. The property consists of a main house, a guest house and one for home, with a total of 1,450 m2. It has 9 rooms with 9 bathrooms, 2 kitchens, 3 lounges with fireplace, dining room with fireplace, a fitness center, a recreation hall, an underground cellar, a bar with billiards room. The master suite has a dressing room and bathroom with jacuzzi. The property has 10 stables, a bullring, a garden, a pool and 3 water well. This property is perfect for breeding horses.",False,good,False,1793.0,False,False,False,False,False,False,True,True,countryHouse,countryHouse,"Centro, Alcalá de Guadaira",Estate,Premium,"[{'name': 'luxuryType', 'text': 'Luxury'}]",,,,
101073718,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/50/cc/16/1109963473.jpg,FP179667,39,395000.0,flat,sale,131.0,True,4,2,Monte Carmelo,Sevilla,Sevilla,Los Remedios,es,Asunción - Adolfo Suárez,37.3733349,-5.9985448,False,https://www.idealista.com/inmueble/101073718/,2149,"WE DO NOT CHARGE COMMISSION TO THE BUYER GILMAR presents a bright 131-meter apartment, 4 bedrooms, 2 bathrooms and a terrace in one of the most traditional buildings in Los Remedios. This property whose wide distribution, with an entrance hall next to the living room with a beautiful west-facing terrace, kitchen, 4 bedrooms, 1 of them a suite with a bathroom and another full bathroom It is in good condition, high ceilings, marble floors and new central air conditioning throughout the house. The farm, a noble building, is very quiet, has a porter service, a community storage room and a walkable roof terrace. Its location, in one of the most emblematic neighborhoods of Seville, with all kinds of services, shops, transport, schools (Santa Ana, Padre Blancos, IES Politécnico, etc. ), parks and gardens, next to the fairgrounds and two steps from the center, Triana and the exit to SE 30. Without a doubt, the ideal home designed to make it your home and a safe investment for your family. At Gilmar we have been working to offer our clients the best properties for 37 years. We cover all real estate needs: homes, offices, commercial premises, plots, rustic land, land to build.. . We have more than 30 specialized teams in different areas at the service of more than 90,000 national and international clients, who have the necessary advice to guarantee their security, legal effectiveness and the best financial-fiscal profitability. Visit our website and you will find 4,000 more opportunities.",True,good,False,3015.0,True,True,False,True,False,False,,,flat,,"Asunción - Adolfo Suárez, Sevilla",Flat in Monte Carmelo,,,2,True,,
100127186,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f2/cb/8f/1072959466.jpg,SJ179820,35,375000.0,flat,sale,148.0,True,3,2,Calle Marqués del Nervión,Sevilla,Sevilla,Nervión,es,Nervión,37.3835977,-5.9694993,False,https://www.idealista.com/inmueble/100127186/,1456,"WE DO NOT CHARGE COMMISSION TO THE BUYER Gilmar presents a 150-meter apartment in one of the best streets in the Nervión neighborhood with 3 bedrooms and 2 bathrooms. It has a large living room and a large kitchen. The master bedroom is large including an en-suite bathroom. Good qualities with marble floors and central heating with top brand machine. Air conditioning, elevator and intercom. Next to the metro and bus stop, Nervión Plaza shopping center, San Juan de Dios Hospital, schools and shopping and restaurant areas. At Gilmar we have been working to offer our clients the best properties for 37 years. We cover all real estate needs: homes, offices, commercial premises, plots, rustic land, land to build.. . We have more than 30 specialized teams in different areas at the service of more than 90,000 national and international clients, who have the necessary advice to guarantee their security, legal effectiveness and the best.",True,good,False,2534.0,True,True,False,True,False,False,,,flat,,"Nervión, Sevilla",Flat in Calle Marqués del Nervión,,,3,True,,
100522911,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4d/b4/db/1107351218.jpg,SJ182930,35,205000.0,flat,sale,69.0,True,2,1,Callejón CALLEJÓN VIRGEN DE LA LUZ,Sevilla,Sevilla,Centro,es,Puerta Carmona-Puerta Osario-Amador de los Ríos,37.3915492,-5.9864594,False,https://www.idealista.com/inmueble/100522911/,325,"WE DO NOT CHARGE COMMISSION TO THE BUYER 69 square meter apartment in the historic center of Seville. It has 2 bedrooms, one of them with a balcony facing the street and a built-in wardrobe, a kitchen with electrical appliances and a complete bathroom. Next to all kinds of shops, schools and areas of restoration and tourist interest. This property has a tourist license with high occupancy and high profitability if you want to use it for rent. At Gilmar we have been working to offer our clients the best properties for 37 years. We cover all real estate needs: homes, offices, commercial premises, plots, rustic land, land to build.. . We have more than 30 specialized teams in different areas at the service of more than 90,000 national and international clients, who have the necessary advice to guarantee their security, legal effectiveness and the best financial-fiscal profitability. Visit our website and you will find 4,000 more opportunities.",True,good,False,2971.0,True,True,False,False,False,False,,,flat,,"Puerta Carmona-Puerta Osario-Amador de los Ríos, Sevilla",Flat in Callejón Callejón Virgen De La Luz,,,2,False,,
99881614,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/21/9d/27/1074835070.jpg,SJ180785,43,450000.0,flat,sale,115.0,True,3,2,Calle Doctor Felipe Martinez,Sevilla,Sevilla,Nervión,es,Nervión,37.3887082,-5.9774563,False,https://www.idealista.com/inmueble/99881614/,620,"WE DO NOT CHARGE COMMISSION TO THE BUYER 115 m2 apartment in Nervión in a building from the year 2000. It has 3 bedrooms and 2 bathrooms. It has east-west orientation being very bright. Good qualities with double windows/glazing with mosquito nets, motorized blinds, well insulated and with centralized hot/cold equipment. Apartment very well distributed, with modern kitchen and new bathrooms, marble floors, Porcelanosa tiles, fitted wardrobes in bedrooms and hallway. Elevator with security key, large and accessible garage space in the building (optional for 30,000 euros) with capacity for bicycles. In addition, the building offers two new community/chill-out terraces. Good community of neighbors in the building. Community expenses only €40. At Gilmar we have been working to offer our clients the best properties for 37 years. We cover all real estate needs: homes, offices, commercial premises, plots, rustic land, land to build.. . We have more than 30 specialized teams in different areas at the service of more than 90,000 national and international clients, who have the necessary advice to guarantee their security, legal effectiveness and the best financial-fiscal profitability. Visit our website and you will find 4,000 more opportunities.",True,good,False,3913.0,True,True,False,False,False,False,True,False,flat,,"Nervión, Sevilla",Flat in Calle Doctor Felipe Martinez,,,2,True,30000.0,
101069282,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8b/2a/d0/1109748943.jpg,FP184864,42,1000000.0,chalet,sale,380.0,False,4,5,La Umbría,Sevilla,Tomares,Santa Eufemia,es,,37.3771674,-6.0449323,False,https://www.idealista.com/inmueble/101069282/,5504,"WE DO NOT CHARGE COMMISSION TO THE BUYER GILMAR presents this fantastic modern-style villa of 380 meters, with 4 bedrooms and 5 bathrooms, on a plot of about 1000 meters, in one of the best areas of Aljarafe, the Villares Altos Urbanization. The timeless house due to its design and built with the best qualities in the year 2020, has a more than spacious layout with special light in each of its rooms.It has solar panels, central air conditioning and aerothermal energy, a large interior patio that makes the house have a very beautiful natural light. Next to the entrance to the property is the basement with a gym and recreational area.with room for several cars. The ground floor; The entrance, a large 50-meter living room with a designer kitchen with an industrial oven brought from Italy., pantry, laundry room, fitted wardrobes throughout the floor and a guest room or on-suit service.In addition to its exterior with a saltwater pool, a garden recently designed by a landscaper and centralized irrigation. On the first floor, the master bedroom with a dressing room and a bathroom with a bathtub and shower, and two other bedrooms with a bathroom with a shower in the middle. Upstairs a tower with an office and the best views of Seville, you can see the entire city from the Alamillo bridge to the Quincentenary bridge. The location is unbeatable, just five minutes from Seville and the historic center.With a very good combination of public transport such as buses, trains, taxis, Sevici etc... Close to hospitals and schools and with countless shops just a few minutes away.The tranquility of living in one of the most beautiful and at the same time safe urbanizations in the surroundings of Seville, mixed with the cosmopolitan touch that the city offers us and the endless opportunities it offers us. Undoubtedly, the house is ideal for people with a taste for detail, who know how to value the qualities and finishes in a property destined to become the house of your dreams. At Gilmar we have been working to offer our clients the best properties for 37 years.We cover all real estate needs: homes, offices, commercial premises, plots, rustic land, land to build... We have more than 30 specialized teams in different areas at the service of more than 90,000 national and international clients, who have the necessary advice to guarantee their security, legal effectiveness and the best financial-fiscal profitability. Visit our website and you will find 4,000 more opportunities.",True,good,False,2632.0,True,True,False,False,False,False,True,True,chalet,independantHouse,"Santa Eufemia, Tomares",Detached house in La Umbría,,"[{'name': 'villaType', 'text': 'Villa'}]",,,,
